NUTS1;NUTS2;NUTS3;DISTRICT_CODE;DISTRICT_NAME;LAU_CODE;LAU_NAME;VS;HS_NMS;SONDERS;PTS;AHS_UST;AHS_OST;SONST_AB_SCH;BERUF_SCH;BMS;SONST_BB_SCH;BHS;BSA;SCH_GES;GESAMT;SCHULJAHR
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62233;Pinggau;148;125;1;0;0;0;0;0;0;0;0;0;0;274;202122
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62235;Pöllauberg;49;0;0;0;0;0;0;0;0;0;0;0;0;49;202122
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62242;Sankt Jakob im Walde;35;0;0;0;0;0;0;0;0;0;0;0;0;35;202122
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62244;Sankt Johann in der Haide;64;0;0;0;0;0;0;0;0;0;0;0;0;64;202122
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62245;Sankt Lorenzen am Wechsel;44;0;0;0;0;0;0;0;0;0;0;0;0;44;202122
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62247;Schäffern;59;0;0;0;0;0;0;0;0;0;0;0;0;59;202122
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62252;Söchau;59;0;0;0;0;0;0;0;0;0;0;0;0;59;202122
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62256;Stubenberg;87;61;0;0;0;0;0;0;0;0;0;0;0;148;202122
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62262;Wenigzell;57;0;0;0;0;0;0;0;0;0;0;0;0;57;202122
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62264;Bad Waltersdorf;137;197;0;0;0;0;0;0;0;0;0;0;0;334;202122
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62265;Dechantskirchen;92;0;0;0;0;0;0;0;0;0;0;0;0;92;202122
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62266;Feistritztal;101;0;0;0;0;0;0;0;0;0;0;0;0;101;202122
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62267;Fürstenfeld;281;232;14;43;453;199;0;702;0;0;154;0;0;2078;202122
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62268;Grafendorf bei Hartberg;133;138;0;0;0;0;0;0;218;0;0;0;0;489;202122
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62269;Großwilfersdorf;61;0;0;0;0;0;0;99;28;0;0;0;0;188;202122
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62270;Hartl;35;0;0;0;0;0;0;0;0;0;0;0;0;35;202122
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62271;Ilz;153;175;0;0;0;0;0;0;0;0;0;0;0;328;202122
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62272;Kaindorf;173;114;0;0;0;0;0;0;0;0;0;0;0;287;202122
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62273;Bad Loipersdorf;48;0;0;0;0;0;0;0;0;0;0;0;0;48;202122
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62274;Neudau;63;80;0;0;0;0;0;0;0;0;0;0;0;143;202122
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62275;Pöllau;213;203;0;27;0;0;0;0;0;0;0;0;0;443;202122
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62276;Rohr bei Hartberg;53;0;0;0;0;0;0;0;0;0;0;0;0;53;202122
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62277;Rohrbach an der Lafnitz;78;112;0;0;0;0;0;0;0;0;0;0;0;190;202122
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62278;Vorau;169;155;0;0;0;0;0;0;102;0;0;0;0;426;202122
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62279;Waldbach-Mönichwald;36;140;0;0;0;0;0;0;0;0;0;0;0;176;202122
AT2;AT22;AT224;623;Südoststeiermark;62311;Edelsbach bei Feldbach;85;0;0;0;0;0;0;0;0;0;0;0;0;85;202122
AT2;AT22;AT224;623;Südoststeiermark;62314;Eichkögl;61;0;0;0;0;0;0;0;0;0;0;0;0;61;202122
AT2;AT22;AT224;623;Südoststeiermark;62326;Halbenrain;44;0;0;0;0;0;0;0;61;0;0;0;0;105;202122
AT2;AT22;AT224;623;Südoststeiermark;62330;Jagerberg;64;0;0;0;0;0;0;0;0;0;0;0;0;64;202122
AT2;AT22;AT224;623;Südoststeiermark;62332;Kapfenstein;56;0;0;0;0;0;0;0;0;0;0;0;0;56;202122
AT2;AT22;AT224;623;Südoststeiermark;62335;Klöch;29;0;0;0;0;0;0;0;0;0;0;0;0;29;202122
AT2;AT22;AT224;623;Südoststeiermark;62343;Mettersdorf am Saßbach;45;0;0;0;0;0;0;0;0;0;0;0;0;45;202122
AT2;AT22;AT224;623;Südoststeiermark;62368;Tieschen;39;0;0;0;0;0;0;0;0;0;0;0;0;39;202122
AT2;AT22;AT224;623;Südoststeiermark;62372;Unterlamm;52;0;0;0;0;0;0;0;0;0;0;0;0;52;202122
AT2;AT22;AT224;623;Südoststeiermark;62375;Bad Gleichenberg;177;150;0;0;45;0;0;1080;26;0;173;0;0;1651;202122
AT2;AT22;AT224;623;Südoststeiermark;62376;Bad Radkersburg;96;144;0;0;0;245;0;830;0;0;0;0;159;1474;202122
AT2;AT22;AT224;623;Südoststeiermark;62377;Deutsch Goritz;76;63;0;0;0;0;0;0;0;0;0;0;0;139;202122
AT2;AT22;AT224;623;Südoststeiermark;62378;Fehring;246;285;0;0;0;0;0;0;278;0;0;0;0;809;202122
AT2;AT22;AT224;623;Südoststeiermark;62379;Feldbach;450;436;4;116;0;301;49;876;47;0;498;0;0;2777;202122
AT2;AT22;AT224;623;Südoststeiermark;62380;Gnas;221;240;1;0;0;0;0;0;0;0;0;0;0;462;202122
AT2;AT22;AT224;623;Südoststeiermark;62381;Kirchbach-Zerlach;123;100;0;56;0;0;0;0;0;0;0;0;0;279;202122
AT2;AT22;AT224;623;Südoststeiermark;62382;Kirchberg an der Raab;161;237;0;0;0;0;0;0;0;0;0;0;0;398;202122
AT2;AT22;AT224;623;Südoststeiermark;62383;Mureck;103;100;0;28;0;0;0;870;0;0;316;0;0;1417;202122
AT2;AT22;AT224;623;Südoststeiermark;62384;Paldau;140;115;2;0;0;0;0;0;0;0;0;0;0;257;202122
AT2;AT22;AT224;623;Südoststeiermark;62385;Pirching am Traubenberg;60;0;0;0;0;0;0;0;0;0;0;0;0;60;202122
AT2;AT22;AT224;623;Südoststeiermark;62386;Riegersburg;176;133;0;0;0;0;0;0;0;0;0;0;0;309;202122
AT2;AT22;AT224;623;Südoststeiermark;62387;Sankt Anna am Aigen;68;89;0;0;0;0;0;0;0;0;0;0;0;157;202122
AT2;AT22;AT224;623;Südoststeiermark;62388;Sankt Peter am Ottersbach;96;142;2;0;0;0;0;0;0;0;0;0;0;240;202122
AT2;AT22;AT224;623;Südoststeiermark;62389;Sankt Stefan im Rosental;149;177;0;0;0;0;0;0;0;0;0;0;0;326;202122
AT2;AT22;AT224;623;Südoststeiermark;62390;Straden;107;101;0;34;0;0;0;0;0;0;0;0;0;242;202122
